id_1,Question,id_2,Related_Question,Similarity,Tag_1,Tag_2
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,6394,is masturbation the reason for my premature ejaculation?,1.0,pain,masturbation
4265,how do i use a metered dose inhaler with a spacer?,1501,why are females afraid of intercourse? . female afraid of getting married because of intercourese? without any previous experience?,1.0,inhaler,sexual intercourse
4265,how do i use a metered dose inhaler with a spacer?,1635,is it safe to perform oral sex on my infected partner if there are no symptoms present?,1.0,inhaler,sexual intercourse
4265,how do i use a metered dose inhaler with a spacer?,1287,can taking two year old cough medician hurt you,1.0,inhaler,cough
4265,how do i use a metered dose inhaler with a spacer?,1117,how much acetaminophen is in one 10-325mg norco tab. i take 8 tabs a day,1.0,inhaler,acetaminophen
4265,how do i use a metered dose inhaler with a spacer?,3445,are shingles spread just by being in the same room as someone who has it,1.0,inhaler,shingles
4265,how do i use a metered dose inhaler with a spacer?,3446,are shingles spread just by being in the same room as someone who has it,1.0,inhaler,shingles
568,peeing alot back to back. okay so for like a week or so i will urinate and then 15 minutes or sooner i will feel like i have to urinate again. or i will leak a little in my pants. and not like 1 drip like a few. i am 21 years old and am in college and usu,875,can asthma get worse? . i've had asthma since i was fairly young and it went away for awhile but has been coming back and it's getting worse and worse. it's painful to breath sometimes and it's always shallow. could it be something other than asthma now?,1.0,urination,asthma
4265,how do i use a metered dose inhaler with a spacer?,3447,are shingles spread just by being in the same room as someone who has it,1.0,inhaler,shingles
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,5095,what is the treatment for emphysema?,1.0,pain,emphysema
4265,how do i use a metered dose inhaler with a spacer?,826,can acetaminophen be taken while taking valtrex,1.0,inhaler,acetaminophen
4265,how do i use a metered dose inhaler with a spacer?,3443,what are the complications of shingles?,1.0,inhaler,shingles
4265,how do i use a metered dose inhaler with a spacer?,828,my daughter has a cough for weeks can be violent at times and no other symptoms. 3 visits to dr office and not better.,1.0,inhaler,cough
4265,how do i use a metered dose inhaler with a spacer?,2443,what should men do daily for their skin?,1.0,inhaler,skin
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1953,can you help me understand why my boyfriend is not able to ejaculate?,1.0,pain,ejaculation
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1739,can the tube that goes in your ear fall into the ear? if it can what should i do?,1.0,pain,ears
4265,how do i use a metered dose inhaler with a spacer?,2924,what are the symptoms of acne vulgaris?,1.0,inhaler,acne
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,2107,has the company that makes prevacid lost their patent? isn???????¡¥t the drug about the same as nexium?,1.0,pain,drug
4265,how do i use a metered dose inhaler with a spacer?,2436,what should i do to get rid of brown spots or age spots?,1.0,inhaler,skin
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1609,can mixing vodka and crystal light drink mix be dangerous?,1.0,pain,drinking
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1561,daughter stopped drinking from bottles at 9 months. she is 11 months and is refusing formula.,1.0,pain,drinking
4265,how do i use a metered dose inhaler with a spacer?,1547,i have a prescription for hydrcodone/acetaminophen 7. 5-500 t what does the t at the end mean?,1.0,inhaler,acetaminophen
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1511,hot grease splashed into eye. puss coming out next morning. suggestions?,1.0,pain,eyes
4265,how do i use a metered dose inhaler with a spacer?,2922,what exams and tests help doctors to evaluate or test people for acne vulgaris?,1.0,inhaler,acne
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1680,black spot in right eye when looking at computer screen and in sunlight-2 months now. should i be concerned?,1.0,pain,eyes
568,peeing alot back to back. okay so for like a week or so i will urinate and then 15 minutes or sooner i will feel like i have to urinate again. or i will leak a little in my pants. and not like 1 drip like a few. i am 21 years old and am in college and usu,1671,i would like to increase my male breasts. . i found a page on here recently that said to increase your male breasts to use the palm of your hand and make a circular motion with your hand excersing the breasts. 50 times with each breasts. . i would like to,1.0,urination,breast
4265,how do i use a metered dose inhaler with a spacer?,3325,what does an iododerma and bromoderma granulomatous reaction look like?,1.0,inhaler,reaction
4265,how do i use a metered dose inhaler with a spacer?,10597,hi. the rash still seems to be incompletely cured. apply anti histamine/steroid creams and anti fungal creams. u can take oral anti fungal and anti allergic tablets as well to treat the itch and redness. pigmentation will spontanoeusly go away after the i,1.0,inhaler,ringworm
4265,how do i use a metered dose inhaler with a spacer?,3348,what does it look like when ringworm is diagnosed?,1.0,inhaler,ringworm
4265,how do i use a metered dose inhaler with a spacer?,3345,my son has had ringworm for 6 weeks we are still using rx cream. school asked us to cover it. is it okay to cover?,1.0,inhaler,ringworm
4265,how do i use a metered dose inhaler with a spacer?,3344,my son has had ringworm for 6 weeks we are still using rx cream. school asked us to cover it. is it okay to cover?,1.0,inhaler,ringworm
4265,how do i use a metered dose inhaler with a spacer?,3343,what types of ringworm are there? what are ringworm symptoms and signs?,1.0,inhaler,ringworm
4265,how do i use a metered dose inhaler with a spacer?,3342,what types of ringworm are there? what are ringworm symptoms and signs?,1.0,inhaler,ringworm
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,10088,vitamin deficiency especially b6 and b12 can cause these symptoms. although starting on vitamins wont give immediate relief but starting on analgesics will help. a venous / arterial color doppler will rule out the causes related to blood vessels,1.0,pain,fibromyalgia
4265,how do i use a metered dose inhaler with a spacer?,3341,what is the treatment for ringworm?,1.0,inhaler,ringworm
4265,how do i use a metered dose inhaler with a spacer?,1618,can 5 year olds have sexual intercourse. my mother has told me that when i was 5 years old (i am a male now 73) that the girl tht i played with who lived next door to us (she was also 5 years old and is now 73) that she wanted me to have sexual intercours,1.0,inhaler,sexual intercourse
4265,how do i use a metered dose inhaler with a spacer?,1553,my live in boyfriend loves porn but has not had sex with me in 2 years. what is the problem?,1.0,inhaler,sexual intercourse
4265,how do i use a metered dose inhaler with a spacer?,1537,33 wks preg and doctor says no sex but wondering can we have oral sex?,1.0,inhaler,sexual intercourse
4265,how do i use a metered dose inhaler with a spacer?,1484,do women in 50 need sex and think about it as much as they are in their 20 to 40?,1.0,inhaler,sexual intercourse
4265,how do i use a metered dose inhaler with a spacer?,2141,if i take tylenol pm and tylenol arthritis pain am i taking too much? what is the limit for acetaminophen each day?,1.0,inhaler,acetaminophen
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,695,is it safe for my boys 2 and 7 safe to be around a 4 year family member that has never been vaccinated? scared<negative_smiley>,1.0,pain,family
4265,how do i use a metered dose inhaler with a spacer?,1465,blood in my semen for 2 weeks and urine after sex waiting for doctors apt can i still have sex with this happening,1.0,inhaler,sexual intercourse
4265,how do i use a metered dose inhaler with a spacer?,1902,how much tylenol can i give a 6-year-old weighing 45-50 pounds?,1.0,inhaler,acetaminophen
4265,how do i use a metered dose inhaler with a spacer?,1883,can you give a child acetaminophen and an antihistamine at the same time?,1.0,inhaler,acetaminophen
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1504,"is drinking distilled water good or bad for you? . is buying and drinking distilled water ok? . . some say is ""sucks"" the nurtrients out of your body. . others say it is pure water so it is good for your body. . which is it? . . tsg",1.0,pain,drinking
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1379,is drinking a bottle of water too quickly bad for you? . hello . back in my high school days my friends and i went through a phase where we would try to (competitively) drink a whole bottle of water. basically a full chug of a 16. 9 fl oz's of water in ab,1.0,pain,drinking
4265,how do i use a metered dose inhaler with a spacer?,2014,why does a faster surgery produce a better outcome?,1.0,inhaler,surgery
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,3455,is cold water bad for you,1.0,pain,coldness
4265,how do i use a metered dose inhaler with a spacer?,1198,scoliosis. does it effect the stomach and breathing.,1.0,inhaler,stomach
4265,how do i use a metered dose inhaler with a spacer?,2321,my grandma has had a cough for a few weeks should i have her see a doctor? . it started as a dry cough but now it sounds like shes coughing up something. she went to the dr a couple weeks ago and got cough syrup but it didnt help.,1.0,inhaler,cough
4265,how do i use a metered dose inhaler with a spacer?,216,my new omeprazole prescription (40 mg twice daily) is working but must i always take it on an empty stomach?,1.0,inhaler,stomach
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,3215,what is the significance of the amount of body area burned?,1.0,pain,burn
4265,how do i use a metered dose inhaler with a spacer?,6467,the symptoms looks like a medical emergency. consult an emergency room. let them do investigations like mri scan done for a quick diagnosis. other investigation can follow once management is initiated. hope this helps.,1.0,inhaler,stroke
4265,how do i use a metered dose inhaler with a spacer?,6465,hi this is not common set back go to the er and do a brain mri as soon as possible good luck,1.0,inhaler,stroke
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,883,my daughter just turned 4 and it looks like she's getting breast buds is this normal? i got mine at age 6. i was wearing a bra not just a training bra by age 6. my daughter just turned 4 and it looks like she's getting breast buds already is this normal o,1.0,pain,breast
2916,do they really work to remove blackheads and how do they work?,725,in 1977 i had a pilonadil cyst removed. now i'm in a wheelchair and it has comeback. do i need surgery again?,1.0,acne,surgery
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1616,is wearing a bra to bed every day bad for your breasts?,1.0,pain,breast
4265,how do i use a metered dose inhaler with a spacer?,6357,is mymox used to stop lactation?,1.0,inhaler,amoxicillin
4265,how do i use a metered dose inhaler with a spacer?,6464,ecg brain mri and echo. should be done asapwhat medications is he taking? tell me more about the affected part in his body in the previous stroke want happened and how did you manage it plz,1.0,inhaler,stroke
4265,how do i use a metered dose inhaler with a spacer?,6468,you will need to go to er for urgent tests.,1.0,inhaler,stroke
4265,how do i use a metered dose inhaler with a spacer?,1262,how long after the experation date can i take amoxicillin,1.0,inhaler,amoxicillin
4265,how do i use a metered dose inhaler with a spacer?,2623,can an mri tell if you had a stroke?,1.0,inhaler,stroke
