id_1,Question,id_2,Related_Question,Similarity,Tag_1,Tag_2
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,6394,is masturbation the reason for my premature ejaculation?,1.0,pain,masturbation
4265,how do i use a metered dose inhaler with a spacer?,1501,why are females afraid of intercourse? . female afraid of getting married because of intercourese? without any previous experience?,1.0,inhaler,sexual intercourse
4265,how do i use a metered dose inhaler with a spacer?,1635,is it safe to perform oral sex on my infected partner if there are no symptoms present?,1.0,inhaler,sexual intercourse
4265,how do i use a metered dose inhaler with a spacer?,1287,can taking two year old cough medician hurt you,1.0,inhaler,cough
4265,how do i use a metered dose inhaler with a spacer?,1117,how much acetaminophen is in one 10-325mg norco tab. i take 8 tabs a day,1.0,inhaler,acetaminophen
4265,how do i use a metered dose inhaler with a spacer?,3445,are shingles spread just by being in the same room as someone who has it,1.0,inhaler,shingles
4265,how do i use a metered dose inhaler with a spacer?,3446,are shingles spread just by being in the same room as someone who has it,1.0,inhaler,shingles
568,peeing alot back to back. okay so for like a week or so i will urinate and then 15 minutes or sooner i will feel like i have to urinate again. or i will leak a little in my pants. and not like 1 drip like a few. i am 21 years old and am in college and usu,875,can asthma get worse? . i've had asthma since i was fairly young and it went away for awhile but has been coming back and it's getting worse and worse. it's painful to breath sometimes and it's always shallow. could it be something other than asthma now?,1.0,urination,asthma
4265,how do i use a metered dose inhaler with a spacer?,3447,are shingles spread just by being in the same room as someone who has it,1.0,inhaler,shingles
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,5095,what is the treatment for emphysema?,1.0,pain,emphysema
4265,how do i use a metered dose inhaler with a spacer?,826,can acetaminophen be taken while taking valtrex,1.0,inhaler,acetaminophen
4265,how do i use a metered dose inhaler with a spacer?,3443,what are the complications of shingles?,1.0,inhaler,shingles
4265,how do i use a metered dose inhaler with a spacer?,828,my daughter has a cough for weeks can be violent at times and no other symptoms. 3 visits to dr office and not better.,1.0,inhaler,cough
4265,how do i use a metered dose inhaler with a spacer?,2443,what should men do daily for their skin?,1.0,inhaler,skin
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1953,can you help me understand why my boyfriend is not able to ejaculate?,1.0,pain,ejaculation
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1739,can the tube that goes in your ear fall into the ear? if it can what should i do?,1.0,pain,ears
4265,how do i use a metered dose inhaler with a spacer?,2924,what are the symptoms of acne vulgaris?,1.0,inhaler,acne
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,2107,has the company that makes prevacid lost their patent? isn???????¡¥t the drug about the same as nexium?,1.0,pain,drug
4265,how do i use a metered dose inhaler with a spacer?,2436,what should i do to get rid of brown spots or age spots?,1.0,inhaler,skin
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1609,can mixing vodka and crystal light drink mix be dangerous?,1.0,pain,drinking
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1561,daughter stopped drinking from bottles at 9 months. she is 11 months and is refusing formula.,1.0,pain,drinking
4265,how do i use a metered dose inhaler with a spacer?,1547,i have a prescription for hydrcodone/acetaminophen 7. 5-500 t what does the t at the end mean?,1.0,inhaler,acetaminophen
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1511,hot grease splashed into eye. puss coming out next morning. suggestions?,1.0,pain,eyes
4265,how do i use a metered dose inhaler with a spacer?,2922,what exams and tests help doctors to evaluate or test people for acne vulgaris?,1.0,inhaler,acne
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1680,black spot in right eye when looking at computer screen and in sunlight-2 months now. should i be concerned?,1.0,pain,eyes
568,peeing alot back to back. okay so for like a week or so i will urinate and then 15 minutes or sooner i will feel like i have to urinate again. or i will leak a little in my pants. and not like 1 drip like a few. i am 21 years old and am in college and usu,1671,i would like to increase my male breasts. . i found a page on here recently that said to increase your male breasts to use the palm of your hand and make a circular motion with your hand excersing the breasts. 50 times with each breasts. . i would like to,1.0,urination,breast
4265,how do i use a metered dose inhaler with a spacer?,3325,what does an iododerma and bromoderma granulomatous reaction look like?,1.0,inhaler,reaction
4265,how do i use a metered dose inhaler with a spacer?,10597,hi. the rash still seems to be incompletely cured. apply anti histamine/steroid creams and anti fungal creams. u can take oral anti fungal and anti allergic tablets as well to treat the itch and redness. pigmentation will spontanoeusly go away after the i,1.0,inhaler,ringworm
4265,how do i use a metered dose inhaler with a spacer?,3348,what does it look like when ringworm is diagnosed?,1.0,inhaler,ringworm
4265,how do i use a metered dose inhaler with a spacer?,3345,my son has had ringworm for 6 weeks we are still using rx cream. school asked us to cover it. is it okay to cover?,1.0,inhaler,ringworm
4265,how do i use a metered dose inhaler with a spacer?,3344,my son has had ringworm for 6 weeks we are still using rx cream. school asked us to cover it. is it okay to cover?,1.0,inhaler,ringworm
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,10088,vitamin deficiency especially b6 and b12 can cause these symptoms. although starting on vitamins wont give immediate relief but starting on analgesics will help. a venous / arterial color doppler will rule out the causes related to blood vessels,1.0,pain,fibromyalgia
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,695,is it safe for my boys 2 and 7 safe to be around a 4 year family member that has never been vaccinated? scared<negative_smiley>,1.0,pain,family
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1504,"is drinking distilled water good or bad for you? . is buying and drinking distilled water ok? . . some say is ""sucks"" the nurtrients out of your body. . others say it is pure water so it is good for your body. . which is it? . . tsg",1.0,pain,drinking
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1379,is drinking a bottle of water too quickly bad for you? . hello . back in my high school days my friends and i went through a phase where we would try to (competitively) drink a whole bottle of water. basically a full chug of a 16. 9 fl oz's of water in ab,1.0,pain,drinking
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,3455,is cold water bad for you,1.0,pain,coldness
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,3215,what is the significance of the amount of body area burned?,1.0,pain,burn
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,883,my daughter just turned 4 and it looks like she's getting breast buds is this normal? i got mine at age 6. i was wearing a bra not just a training bra by age 6. my daughter just turned 4 and it looks like she's getting breast buds already is this normal o,1.0,pain,breast
2916,do they really work to remove blackheads and how do they work?,725,in 1977 i had a pilonadil cyst removed. now i'm in a wheelchair and it has comeback. do i need surgery again?,1.0,acne,surgery
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1616,is wearing a bra to bed every day bad for your breasts?,1.0,pain,breast
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,10647,variations in blood pressure are normal. bp readings should be done by a professional or using a professional bp monitor. however bp usually increases during the day and should be lower at night. 150/100 bp is considered as hypertension and should be trea,1.0,pain,blood pressure
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,3454,my 22 month will not eat anything and we offer a variety. he has been sick getting over a cold but will not eat,1.0,pain,coldness
568,peeing alot back to back. okay so for like a week or so i will urinate and then 15 minutes or sooner i will feel like i have to urinate again. or i will leak a little in my pants. and not like 1 drip like a few. i am 21 years old and am in college and usu,5779,"how can i help my father understand that i can't ""just stop worrying"" because i have anxiety disorders?",1.0,urination,anxiety
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,1927,why are whole foods good for me?,1.0,pain,food
568,peeing alot back to back. okay so for like a week or so i will urinate and then 15 minutes or sooner i will feel like i have to urinate again. or i will leak a little in my pants. and not like 1 drip like a few. i am 21 years old and am in college and usu,4964,how can i tell when i am most fertile?,1.0,urination,fertility
2916,do they really work to remove blackheads and how do they work?,97,are anti-wrinkle products sold over-the-counter effective?,1.0,acne,wrinkle
568,peeing alot back to back. okay so for like a week or so i will urinate and then 15 minutes or sooner i will feel like i have to urinate again. or i will leak a little in my pants. and not like 1 drip like a few. i am 21 years old and am in college and usu,5091,i use xonepex in my nebulizer for my emphysema. could i use a watered down solution of vicks vapor steam in my nebulizer. what would be the side effects in doing this? it would be a mild solution and not a replacement for my xonepex. i also use a cpap to ,1.0,urination,emphysema
568,peeing alot back to back. okay so for like a week or so i will urinate and then 15 minutes or sooner i will feel like i have to urinate again. or i will leak a little in my pants. and not like 1 drip like a few. i am 21 years old and am in college and usu,1950,should i worry if i am producing less ejaculate?,1.0,urination,ejaculation
568,peeing alot back to back. okay so for like a week or so i will urinate and then 15 minutes or sooner i will feel like i have to urinate again. or i will leak a little in my pants. and not like 1 drip like a few. i am 21 years old and am in college and usu,1416,"just turned 13. i have chest hair! i am about 6ft. doctors said i'd be 6'4"". am i done growing? . i am an early bloomer",1.0,urination,hair
568,peeing alot back to back. okay so for like a week or so i will urinate and then 15 minutes or sooner i will feel like i have to urinate again. or i will leak a little in my pants. and not like 1 drip like a few. i am 21 years old and am in college and usu,1565,how can i get herpes 2 if i have not been with anyone who has it? . i know my partner doesn't have it.,1.0,urination,herpes
599,when someone can't work due to sickness are they given an order or form? . so a member of my family claims that they can't work due to medical reasons. whenever asked every couple of weeks or months there's a new or different reason. if a doctor really or,6380,i am a hiv negative man married to a hiv positive woman. we would like to have a child. please advice.,1.0,family,hiv
4244,what other assisted reproductive technologies (art) are used to treat infertility?,3978,i have or think i have malaria when should i contact my doctor?,1.0,infertility,malaria
4244,what other assisted reproductive technologies (art) are used to treat infertility?,2566,i have diabets type2 am i eligable for medicaid. i cant afford my meds im on out of pocket,1.0,infertility,medicaid
