id_1,Question,id_2,Related_Question,Similarity,Tag_1,Tag_2
3618,i have or think i have prostate cancer advanced or metastatic when should i contact my doctor?,3624,how will my doctor determine the best treatment for my prostate cancer?,1.0,prostate cancer,prostate cancer
6132,what is the possible cause for increased heart rate?,7364,hi. are you an athlete? have you gone through cbc eeg? i am waiting your reply? thanks,0.99999964,tachycardia,tachycardia
599,when someone can't work due to sickness are they given an order or form? . so a member of my family claims that they can't work due to medical reasons. whenever asked every couple of weeks or months there's a new or different reason. if a doctor really or,668,why would a family doctor slap a patient in the face hard several times/ for what reason?,0.9999993,family,family
1195,does mountain dew mixed with adhd cause strokes?,6468,you will need to go to er for urgent tests.,0.99999905,stroke,stroke
1627,can you have oral sex while using conceptrol?,1501,why are females afraid of intercourse? . female afraid of getting married because of intercourese? without any previous experience?,0.9999988000000001,sexual intercourse,sexual intercourse
3474,how long is a cold contagious?,3400,i was so hot in sex befor but now im so cold in sex. i used anti depression drugs. could this drug cause that?,0.9999976,coldness,coldness
2577,i will be getting medicare june 2014 will i be taxed for the 6 months i do not have insurance?,2575,is cialis covered by any insurance? how reliable are canadian pharmarcys?,0.9999962,insurance,insurance
3448,can i be with my 2 month old grandson and a chemo patient friend if i get the shingles shot? . i was told there may be a danger in being with a chemo patient after having the shingles shot along with concern with being around new borns? is there reason to,3446,are shingles spread just by being in the same room as someone who has it,0.9999958000000001,shingles,shingles
3510,what are some of the harmful health effects of smoking pipes and cigars?,3508,what is the difference between smoking a pipe a cigar or cigarettes?,0.99998856,smoking,smoking
2523,don't qualify for medicaid make too much on ue? make too little for obamacare through marketplace. what now? . don't qualify for marketplace due to. making too little on unemployment. . don't qualify for medicaid because my household. makes too much money,2566,i have diabets type2 am i eligable for medicaid. i cant afford my meds im on out of pocket,0.99998474,medicaid,medicaid
2166,when is it too early to get your baby on a routine? our baby is 4 weeks old and i am going back to work in 2 weeks.,1353,what is the math of a 48 year old and a 52 year having a baby. signed worriedcoldstorm,0.9999747,baby,baby
1446,if i ejaculated earlier in the day and then peed twice is there any semen in the precum?,1953,can you help me understand why my boyfriend is not able to ejaculate?,0.99995947,ejaculation,ejaculation
2083,how can avoiding medications with xl la xr or cr in their name save me money?,2107,has the company that makes prevacid lost their patent? isn???????¡¥t the drug about the same as nexium?,0.99995244,drug,drug
1400,is it possible for teeth to get loosened by brushing with an electric toothbrush? i am 69 year old male,444,how long should a parent brush or help brush a child's teeth?,0.9998425,tooth,tooth
1409,i have a stomach ache pretty much everyday and wanna know why and/or how to fix it?,1829,my 4-month-old has started rolling from back to tummy. is that a worry when she sleeps?,0.9997484000000001,stomach,stomach
4446,what are injection sites?,4444,what should you do if you inject too much growth hormone using norditropin nordiflex?,0.98738456,injection,injection
