id_1,Question,id_2,Related_Question,Similarity,Tag_1,Tag_2
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,6394,is masturbation the reason for my premature ejaculation?,1.0,pain,masturbation
4265,how do i use a metered dose inhaler with a spacer?,1501,why are females afraid of intercourse? . female afraid of getting married because of intercourese? without any previous experience?,1.0,inhaler,sexual intercourse
4265,how do i use a metered dose inhaler with a spacer?,1635,is it safe to perform oral sex on my infected partner if there are no symptoms present?,1.0,inhaler,sexual intercourse
568,peeing alot back to back. okay so for like a week or so i will urinate and then 15 minutes or sooner i will feel like i have to urinate again. or i will leak a little in my pants. and not like 1 drip like a few. i am 21 years old and am in college and usu,875,can asthma get worse? . i've had asthma since i was fairly young and it went away for awhile but has been coming back and it's getting worse and worse. it's painful to breath sometimes and it's always shallow. could it be something other than asthma now?,1.0,urination,asthma
1398,i am on medicaid because of a back disability. i am 56 waiting on surgury almost a year. health is worse cigna wont pay. how do i get medicaid to help me. still waiting for approval from cigna meantime have to take morphine to help with pain. i am worse n,5095,what is the treatment for emphysema?,1.0,pain,emphysema
568,peeing alot back to back. okay so for like a week or so i will urinate and then 15 minutes or sooner i will feel like i have to urinate again. or i will leak a little in my pants. and not like 1 drip like a few. i am 21 years old and am in college and usu,1671,i would like to increase my male breasts. . i found a page on here recently that said to increase your male breasts to use the palm of your hand and make a circular motion with your hand excersing the breasts. 50 times with each breasts. . i would like to,1.0,urination,breast
2916,do they really work to remove blackheads and how do they work?,725,in 1977 i had a pilonadil cyst removed. now i'm in a wheelchair and it has comeback. do i need surgery again?,1.0,acne,surgery
2916,do they really work to remove blackheads and how do they work?,97,are anti-wrinkle products sold over-the-counter effective?,1.0,acne,wrinkle
599,when someone can't work due to sickness are they given an order or form? . so a member of my family claims that they can't work due to medical reasons. whenever asked every couple of weeks or months there's a new or different reason. if a doctor really or,6380,i am a hiv negative man married to a hiv positive woman. we would like to have a child. please advice.,1.0,family,hiv
4244,what other assisted reproductive technologies (art) are used to treat infertility?,3978,i have or think i have malaria when should i contact my doctor?,1.0,infertility,malaria
4244,what other assisted reproductive technologies (art) are used to treat infertility?,2566,i have diabets type2 am i eligable for medicaid. i cant afford my meds im on out of pocket,1.0,infertility,medicaid
2444,i have very oily skin. how can i treat it?,442,is having dental work done at a dental college a good alternative if you don???????¡¥t have good dental coverage?,1.0,skin,dental
2444,i have very oily skin. how can i treat it?,97,are anti-wrinkle products sold over-the-counter effective?,1.0,skin,wrinkle
1532,when is a stint used to pass kidney stones,97,are anti-wrinkle products sold over-the-counter effective?,1.0,kidney stone,wrinkle
599,when someone can't work due to sickness are they given an order or form? . so a member of my family claims that they can't work due to medical reasons. whenever asked every couple of weeks or months there's a new or different reason. if a doctor really or,442,is having dental work done at a dental college a good alternative if you don???????¡¥t have good dental coverage?,1.0,family,dental
6132,what is the possible cause for increased heart rate?,97,are anti-wrinkle products sold over-the-counter effective?,1.0,tachycardia,wrinkle
877,how do you decide what is a healthy size and weight?,2566,i have diabets type2 am i eligable for medicaid. i cant afford my meds im on out of pocket,1.0,weight,medicaid
3618,i have or think i have prostate cancer advanced or metastatic when should i contact my doctor?,1917,i am not able to increase my weight. my weight is about 138 pounds but i don't know how to achieve my goal to increase my weight to 150 pound what can i do?,1.0,prostate cancer,weight
3618,i have or think i have prostate cancer advanced or metastatic when should i contact my doctor?,158,my estimated gfr is 109 and hemoglobin a1c is 5. 8 what should i do? i'm guessing watch my sugar intake. . i'm 47 and not in any way over weight and currently being tested for an auto-immune disease.,1.0,prostate cancer,weight
6229,i am experiencing headaches due to light sensitivity. why?,2637,what is the name of the barium study of the stomach,1.0,headache,stomach
1977,should i stop taking topamax if i'm going for allergy testing?,2162,can i get too many vitamins? if so what can happen?,1.0,allergy,vitamin
6229,i am experiencing headaches due to light sensitivity. why?,442,is having dental work done at a dental college a good alternative if you don???????¡¥t have good dental coverage?,1.0,headache,dental
877,how do you decide what is a healthy size and weight?,3978,i have or think i have malaria when should i contact my doctor?,1.0,weight,malaria
1882,can an antihistamine and amoxicillin be taken at the same time?,3978,i have or think i have malaria when should i contact my doctor?,1.0,amoxicillin,malaria
1882,can an antihistamine and amoxicillin be taken at the same time?,2566,i have diabets type2 am i eligable for medicaid. i cant afford my meds im on out of pocket,1.0,amoxicillin,medicaid
2255,can the als challange cause an undiagnosed heart condition to appear?,3978,i have or think i have malaria when should i contact my doctor?,1.0,heart,malaria
2255,can the als challange cause an undiagnosed heart condition to appear?,2566,i have diabets type2 am i eligable for medicaid. i cant afford my meds im on out of pocket,1.0,heart,medicaid
1408,is dental extraction dangerous for a fifty year old,97,are anti-wrinkle products sold over-the-counter effective?,1.0,dental,wrinkle
4694,what are the symptoms and signs of food allergy?,442,is having dental work done at a dental college a good alternative if you don???????¡¥t have good dental coverage?,1.0,food allergy,dental
1977,should i stop taking topamax if i'm going for allergy testing?,3343,what types of ringworm are there? what are ringworm symptoms and signs?,1.0,allergy,ringworm
2194,how can my crock pot help me make fast healthy food?,3978,i have or think i have malaria when should i contact my doctor?,1.0,food,malaria
2194,how can my crock pot help me make fast healthy food?,2566,i have diabets type2 am i eligable for medicaid. i cant afford my meds im on out of pocket,1.0,food,medicaid
5067,what tests are useful in the evaluation of diarrhea?,442,is having dental work done at a dental college a good alternative if you don???????¡¥t have good dental coverage?,1.0,diarrhea,dental
698,is bilirubin cancer. please i want to be informed if bilirubin is cancer,2637,what is the name of the barium study of the stomach,1.0,cancer,stomach
3317,what is the funniest youtube compilation video? . this is a spoof of kanye west snl backstage rant. the audio rant link here: <link> uyi slams imdontai gradeaundera and tyrone magnus in this shocking rant uyi rants about multi channel network reaction vid,2322,i take furosemide 20 mg and escitalopram 20 mg and warfarin 10 mg a day can this cause severe nose bleedings a day,1.0,reaction,nose
6132,what is the possible cause for increased heart rate?,2048,how does my menstrual cycle affect my sleep?,0.9999998999999999,tachycardia,period
322,what guidelines are there for women who are planning or have had mesh surgery for prolapse?,2637,what is the name of the barium study of the stomach,0.9999998999999999,surgery,stomach
1408,is dental extraction dangerous for a fifty year old,3312,last time i smoked was three weeks ago and i am not a regular user. if i have a urine test in a week will i pass?,0.9999998999999999,dental,smoking
2218,what is a normal menstrual cycle for a girl under 18?,2117,if i tell the pharmacist all the medications i???????¡¥m taking and it is listed in their system who does that get shared with?,0.9999998999999999,period,drug
3317,what is the funniest youtube compilation video? . this is a spoof of kanye west snl backstage rant. the audio rant link here: <link> uyi slams imdontai gradeaundera and tyrone magnus in this shocking rant uyi rants about multi channel network reaction vid,5337,what are bed bugs? what do bed bugs look like?,0.9999998999999999,reaction,bedbug
5621,how can i prevent anemia?,1202,what is the difference between family practice and general practice?,0.9999998999999999,anemia,family
5854,are supplements helpful for arthritis?,1202,what is the difference between family practice and general practice?,0.9999998999999999,arthritis,family
5067,what tests are useful in the evaluation of diarrhea?,695,is it safe for my boys 2 and 7 safe to be around a 4 year family member that has never been vaccinated? scared<negative_smiley>,0.9999998999999999,diarrhea,family
3829,what are some tips for using a condom correctly?,3312,last time i smoked was three weeks ago and i am not a regular user. if i have a urine test in a week will i pass?,0.9999998999999999,condom,smoking
5854,are supplements helpful for arthritis?,6467,the symptoms looks like a medical emergency. consult an emergency room. let them do investigations like mri scan done for a quick diagnosis. other investigation can follow once management is initiated. hope this helps.,0.9999998999999999,arthritis,stroke
3829,what are some tips for using a condom correctly?,2048,how does my menstrual cycle affect my sleep?,0.9999998999999999,condom,period
2702,how are brain tumors treated?,6467,the symptoms looks like a medical emergency. consult an emergency room. let them do investigations like mri scan done for a quick diagnosis. other investigation can follow once management is initiated. hope this helps.,0.9999998999999999,brain tumor,stroke
2702,how are brain tumors treated?,1202,what is the difference between family practice and general practice?,0.9999998999999999,brain tumor,family
1532,when is a stint used to pass kidney stones,3312,last time i smoked was three weeks ago and i am not a regular user. if i have a urine test in a week will i pass?,0.9999998999999999,kidney stone,smoking
3448,can i be with my 2 month old grandson and a chemo patient friend if i get the shingles shot? . i was told there may be a danger in being with a chemo patient after having the shingles shot along with concern with being around new borns? is there reason to,97,are anti-wrinkle products sold over-the-counter effective?,0.9999998999999999,shingles,wrinkle
5621,how can i prevent anemia?,6467,the symptoms looks like a medical emergency. consult an emergency room. let them do investigations like mri scan done for a quick diagnosis. other investigation can follow once management is initiated. hope this helps.,0.9999998999999999,anemia,stroke
4694,what are the symptoms and signs of food allergy?,725,in 1977 i had a pilonadil cyst removed. now i'm in a wheelchair and it has comeback. do i need surgery again?,0.9999998999999999,food allergy,surgery
698,is bilirubin cancer. please i want to be informed if bilirubin is cancer,442,is having dental work done at a dental college a good alternative if you don???????¡¥t have good dental coverage?,0.9999998999999999,cancer,dental
5173,what are the symptoms of fertility problems?,1310,can you live without a heart? . i have a science school project that is all about the heart! can you fill me in?,0.99999976,fertility,heart
1920,what should i know about vitamin water?,1856,my father takes 160 mg of diovan and 100 mg of metoprolol daily for his blood pressure. it that too much?,0.99999976,vitamin,blood pressure
2447,should i being seeing my dermatologist annually?,1570,is it o. k. to use ky gel to help insert premarin vaginal cream applicator?,0.99999976,vision,vagina
2447,should i being seeing my dermatologist annually?,1360,does the vagina need to be shaved prior to a lapriscopic hystrectomy,0.99999976,vision,vagina
5173,what are the symptoms of fertility problems?,1667,is it ok to have sex while i have a uti? . i was dignosed today with a uti is ok to still have sex? will it make it worse or more uncomfortable?,0.99999976,fertility,sexual intercourse
1195,does mountain dew mixed with adhd cause strokes?,444,how long should a parent brush or help brush a child's teeth?,0.99999976,stroke,tooth
1193,is fresh squeeze apple juice good for asthma?,444,how long should a parent brush or help brush a child's teeth?,0.99999976,asthma,tooth
10650,if you???????¡¥re sweating a lot maybe that???????¡¥s what???????¡¥s causing it? i???????¡¥ve heard that sweating literally takes the salt out of your system which causes a drop in blood pressure. so sitting around and eating salty stuff is worse than being active and sweating it out. i,1917,i am not able to increase my weight. my weight is about 138 pounds but i don't know how to achieve my goal to increase my weight to 150 pound what can i do?,0.99999976,blood pressure,weight
1920,what should i know about vitamin water?,1360,does the vagina need to be shaved prior to a lapriscopic hystrectomy,0.99999976,vitamin,vagina
10,can you take tylenol and benadryl together?,2321,my grandma has had a cough for a few weeks should i have her see a doctor? . it started as a dry cough but now it sounds like shes coughing up something. she went to the dr a couple weeks ago and got cough syrup but it didnt help.,0.99999976,acetaminophen,cough
4416,what are the symptoms of hepatitis c?,2321,my grandma has had a cough for a few weeks should i have her see a doctor? . it started as a dry cough but now it sounds like shes coughing up something. she went to the dr a couple weeks ago and got cough syrup but it didnt help.,0.99999976,hepatitis c,cough
3572,how can carbon monoxide poisoning be prevented?,438,i haven't seen a dentist in a long time. i bleed from my gums every time i brush my teeth. is this a problem?,0.99999976,poisoning,tooth
3572,how can carbon monoxide poisoning be prevented?,1570,is it o. k. to use ky gel to help insert premarin vaginal cream applicator?,0.99999976,poisoning,vagina
5647,what are some tips for getting pregnant faster?,444,how long should a parent brush or help brush a child's teeth?,0.99999976,pregnancy,tooth
2218,what is a normal menstrual cycle for a girl under 18?,889,should i be concerned about my very frequent nosebleeds? . i get nosebleeds typically every day. i can get them simply by rubbing my nose and anytime i blow my nose. sometimes i get them while i'm sleeping and wake up to blood all over. i've always had th,0.99999976,period,nose
10,can you take tylenol and benadryl together?,5362,what are symtoms on a male from a bacterial infection?,0.99999976,acetaminophen,bacterium
4912,is there a test for genital herpes?,1517,my ear feels like i'm underwater what should i do? . doctor said didn't have sign of infection and it feels clogged and can't hear that good,0.99999976,genital herpes,ears
