id_1,Question,id_2,Related_Question,Similarity,Tag_1,Tag_2
4808,my 2 yr old has had a fever on and off the last 2 weeks why does it keep coming back? . he had a fever 2-3 days then it went away and about a week and a half later it came back and hes had it off and on for 3 days now. i have been giving him medicine and ,725,in 1977 i had a pilonadil cyst removed. now i'm in a wheelchair and it has comeback. do i need surgery again?,[[8.829912e-05]],fever,surgery
3042,how are cataracts diagnosed?,2637,what is the name of the barium study of the stomach,[[2.1276888e-05]],cataract,stomach
4808,my 2 yr old has had a fever on and off the last 2 weeks why does it keep coming back? . he had a fever 2-3 days then it went away and about a week and a half later it came back and hes had it off and on for 3 days now. i have been giving him medicine and ,1142,what are the odds my husband gets the same cancer his siter died of and his brother now has?,[[1.]],fever,cancer
1335,i've been told by 1 dr. that i have to see an ent what can i expect from an ent visit? . i've been not able to breath out of my nose for almost 8 mo now and i don't have ins right now but i'm getting ins from the state i live in would an ent see me with/o,2014,why does a faster surgery produce a better outcome?,[[1.]],nose,surgery
1335,i've been told by 1 dr. that i have to see an ent what can i expect from an ent visit? . i've been not able to breath out of my nose for almost 8 mo now and i don't have ins right now but i'm getting ins from the state i live in would an ent see me with/o,5295,in a tropical country like the philippines bedbugs are almost everywhere! how can we get rid of them?,[[1.]],nose,bedbug
599,when someone can't work due to sickness are they given an order or form? . so a member of my family claims that they can't work due to medical reasons. whenever asked every couple of weeks or months there's a new or different reason. if a doctor really or,6380,i am a hiv negative man married to a hiv positive woman. we would like to have a child. please advice.,[[1.]],family,hiv
3016,what are advantages and disadvantages of burning wet firewood?,442,is having dental work done at a dental college a good alternative if you donÃƒâ€šÃ‚Â¡Ãƒâ€šÃ‚Â¯t have good dental coverage?,[[1.]],burn,dental
599,when someone can't work due to sickness are they given an order or form? . so a member of my family claims that they can't work due to medical reasons. whenever asked every couple of weeks or months there's a new or different reason. if a doctor really or,442,is having dental work done at a dental college a good alternative if you donÃƒâ€šÃ‚Â¡Ãƒâ€šÃ‚Â¯t have good dental coverage?,[[1.]],family,dental
3573,what can i do to treat lead poisoning at home?,2637,what is the name of the barium study of the stomach,[[1.]],poisoning,stomach
1287,can taking two year old cough medician hurt you,2637,what is the name of the barium study of the stomach,[[1.]],cough,stomach
